rank,word,occurrences (ppm),lemma forms
7478,cuna,7,cuna
7479,cosquillas,7,cosquillas
7480,comedia,7,comedia
7481,baterías,7,batería
7482,avisado,7,avisado avisar
7483,asistir,7,asistir
7484,apropiada,7,apropiado
7485,afortunados,7,afortunado
7486,acercarse,7,acercar
7487,acelera,7,acelerar
7488,suene,7,sonar
7489,similares,7,similar
7490,respetable,7,respetable
7491,planear,7,planear
7492,pajarito,7,pajarito
7493,inspección,7,inspección
7494,habiendo,7,haber
7495,experimentar,7,experimentar
7496,escolta,7,escolta escoltar
7497,domingos,7,domingo
7498,desesperación,7,desesperación
7499,deseamos,7,desear
7500,dejalo,7,dejar
7501,cuestan,7,costar
7502,coro,7,coro
7503,convincente,7,convincente
7504,conectados,7,conectado conectar
7505,castigado,7,castigado castigar
7506,cambiarme,7,cambiar
7507,ayudan,7,ayudar
7508,atardecer,7,atardecer
7509,aparecido,7,aparecido aparecer
7510,ambición,7,ambición
7511,agarro,7,agarrar
7512,sobredosis,7,sobredosis
7513,rápidos,7,rápido
7514,probabilidad,7,probabilidad
7515,perdidas,7,perdido
7516,panza,7,panza
7517,necesitábamos,7,necesitar
7518,naval,7,naval
7519,levantarte,7,levantar
7520,leña,7,leña
7521,inesperado,7,inesperado
7522,fichas,7,ficha fichar
7523,favoritos,7,favorito
7524,explorar,7,explorar
7525,espaciales,7,espacial
7526,entregue,7,entregar
7527,dominio,7,dominio
7528,demostrado,7,demostrado demostrar
7529,costumbres,7,costumbre
7530,charlar,7,charlar
7531,certificado,7,certificado certificar
7532,cayo,7,caer
7533,anteriores,7,anterior
7534,alemana,7,alemán
7535,activa,7,activo activar
7536,aceptan,7,aceptar
7537,turnos,7,turno
7538,traidores,7,traidor
7539,terrestre,7,terrestre
7540,sirena,7,sirena
7541,sauditas,7,saudita
7542,revólver,7,revólver
7543,refresco,7,refresco refrescar
7544,precisión,7,precisión
7545,permanezca,7,permanecer
7546,pérdidas,7,pérdida
7547,perderlo,7,perder
7548,monasterio,7,monasterio
7549,mocoso,7,mocoso
7550,marineros,7,marinero
7551,limón,7,limón
7552,lanzó,7,lanzar
7553,inmenso,7,inmenso
7554,golpeando,7,golpear
7555,escogido,7,escogido escoger
7556,deshacerme,7,deshacer
7557,descenso,7,descenso
7558,debiera,7,deber
7559,dándole,7,dar
7560,cubo,7,cubo
7561,continúen,7,continuar
7562,comarca,7,comarca
7563,caviar,7,caviar
7564,bloqueado,7,bloqueado bloquear
7565,acompaña,7,acompañar
7566,vístete,7,vestir
7567,teorías,7,teoría
7568,salvará,7,salvar
7569,sacan,7,sacar
7570,rio,7,río reír Rio
7571,rifles,7,rifle
7572,relajate,7,relajar
7573,rasguño,7,rasguño
7574,quebrado,7,quebrado quebrar
7575,producir,7,producir
7576,presiona,7,presionar
7577,peludo,7,peludo
7578,patricia,7,Patricia patricio
7579,operadora,7,operadora
7580,obligó,7,obligar
7581,mostaza,7,mostaza
7582,mencionado,7,mencionado mencionar
7583,martín,7,martín Martín
7584,exige,7,exigir
7585,entretenimiento,7,entretenimiento
7586,entregó,7,entregar
7587,elfo,7,elfo
7588,desarrollado,7,desarrollado desarrollar
7589,cenicienta,7,cenicienta
7590,babor,7,babor
7591,ares,7,arar
7592,anunciar,7,anunciar
7593,admite,7,admitir
7594,triple,7,triple
7595,técnicas,7,técnica
7596,sobrevivido,7,sobrevivido sobrevivir
7597,rotos,7,roto
7598,respóndeme,7,responder
7599,resfriado,7,resfriado
7600,rana,7,rana
7601,preguntaron,7,preguntar
7602,periodistas,7,periodista
7603,pedo,7,pedo
7604,pasto,7,pasto pastar
7605,pamela,7,pamela Pamela
7606,madura,7,maduro
7607,lárguense,7,largar
7608,kelvin,7,kelvin
7609,judía,7,judío
7610,jodidamente,7,jodidamente
7611,instalación,7,instalación
7612,hazle,7,hacer
7613,haras,7,hacer
7614,hacéis,7,hacer
7615,fumas,7,fumar
7616,farmacia,7,farmacia
7617,eliminado,7,eliminado eliminar
7618,dígales,7,decir
7619,define,7,definir
7620,cerebros,7,cerebro
7621,celdas,7,celda
7622,cargada,7,cargado
7623,agradecida,7,agradecido agradecer
7624,acaben,7,acabar
7625,tripas,7,tripa
7626,tradicional,7,tradicional
7627,sandwich,7,sandwich sándwich
7628,romana,7,romano
7629,regresan,7,regresar
7630,recorrer,7,recorrer
7631,preocupaba,7,preocupar
7632,movernos,7,mover
7633,latas,7,lata
7634,habitacion,7,habitación
7635,génesis,7,génesis
7636,estúpidas,7,estúpido
7637,escogiste,7,escoger
7638,escocés,7,escocés
7639,encendida,7,encendido
7640,despido,7,despido despedir
7641,delgado,7,delgado
7642,cortaré,7,cortar
7643,convenció,7,convencer
7644,carnada,7,carnada
7645,cargas,7,carga cargar
7646,brutal,7,brutal
7647,atrasado,7,atrasado atrasar
7648,atrapen,7,atrapar
7649,acoso,7,acoso acosar
7650,aah,7,aah
7651,tropa,7,tropa
7652,sopla,7,soplar
7653,sangrar,7,sangrar
7654,presentarme,7,presentar
7655,pavos,7,pavo
7656,oren,7,orar
7657,niñez,7,niñez
7658,necesitaría,7,necesitar
7659,mantengo,7,mantener
7660,leve,7,leve
7661,lancha,7,lancha
7662,inversiones,7,inversión
7663,intenso,7,intenso
7664,existido,7,existido existir
7665,enseñaste,7,enseñar
7666,elegí,7,elegir
7667,duende,7,duende
7668,dormía,7,dormir
7669,díganme,7,decir
7670,desesperados,7,desesperado
7671,cúbranse,7,cubrir
7672,cicatrices,7,cicatriz
7673,cambiamos,7,cambiar
7674,bailarín,7,bailarín
7675,acordamos,7,acordar
7676,acera,7,acera
7677,viviré,7,vivir
7678,víbora,7,víbora
7679,saques,7,sacar
7680,saldría,7,salir
7681,pésimo,7,pésimo
7682,patética,7,patético
7683,pagarán,7,pagar
7684,ojala,7,ojalá
7685,naturales,7,natural
7686,mirarme,7,mirar
7687,mg,7,mg miligramo
7688,máscaras,7,máscara
7689,logre,7,lograr
7690,laberinto,7,laberinto
7691,halcón,7,halcón
7692,frutas,7,fruta
7693,fórmula,7,fórmula
7694,esfera,7,esfera
7695,entusiasmo,7,entusiasmo
7696,enseñan,7,enseñar
7697,encontrarse,7,encontrar
7698,encargarme,7,encargar
7699,desconocida,7,desconocido
7700,descifrar,7,descifrar
7701,deliciosa,7,delicioso
7702,dejaran,7,dejar
7703,daban,7,dar
7704,conocimientos,7,conocimiento
7705,comenzará,7,comenzar
7706,asustados,7,asustado
7707,acabaré,7,acabar
7708,abrirla,7,abrir
7709,abrirá,7,abrir
7710,vulgar,7,vulgar
7711,viena,7,Viena
7712,valiosa,7,valioso
7713,úitima,7,último
7714,tenés,7,tener
7715,quité,7,quitar
7716,queriendo,7,querer
7717,protegerme,7,proteger
7718,pornografía,7,pornografía
7719,parecían,7,parecer
7720,originales,7,original
7721,obedece,7,obedecer
7722,jode,7,joder
7723,inscripción,7,inscripción
7724,enteras,7,entero enterar
7725,encontrarle,7,encontrar
7726,desear,7,desear
7727,descuento,7,descuento descontar
7728,dense,7,dar
7729,déjenos,7,dejar
7730,darías,7,dar
7731,creerán,7,creer
7732,crecimiento,7,crecimiento
7733,continuación,7,continuación
7734,conocerlos,7,conocer
7735,coalición,7,coalición
7736,cigarros,7,cigarro
7737,causas,7,causa causar
7738,cargador,7,cargador
7739,calorías,7,caloría
7740,arqueros,7,arquero
7741,victimas,7,víctima
7742,tormentas,7,tormenta
7743,tiraste,7,tirar
7744,soporte,7,soporte soportar
7745,retroceder,7,retroceder
7746,regan,7,regan
7747,pudiese,7,poder
7748,prepararé,7,preparar
7749,precios,7,precio
7750,músico,7,músico
7751,matarás,7,matar
7752,luchado,7,luchado luchar
7753,implica,7,implicar
7754,hombrecito,7,hombrecito hombre
7755,hábitos,7,hábito
7756,gorra,7,gorra
7757,gorila,7,gorila
7758,galáctica,7,galáctico
7759,corteza,7,corteza
7760,contéstame,7,contestar
7761,comprometido,7,comprometido
7762,cálculo,7,cálculo
7763,aseguraré,7,asegurar
7764,ansiedad,7,ansiedad
7765,amenazó,7,amenazar
7766,activar,7,activar
7767,abriré,7,abrir
7768,ábrela,7,abrir
7769,une,7,unir
7770,tomarse,7,tomar
7771,mudó,7,mudar
7772,levanto,7,levantar
7773,laboratorios,7,laboratorio
7774,financiero,7,financiero
7775,encubierto,7,encubierto encubrir
7776,crió,7,criar
7777,creador,7,creador
7778,coloca,7,colocar
7779,brindo,7,brindar
7780,apoyar,7,apoyar
7781,ahorros,7,ahorro
7782,abres,7,abrir
7783,votar,7,votar
7784,verónica,7,verónica Verónica
7785,velo,7,velo velar
7786,unirte,7,unir
7787,revisado,7,revisado revisar
7788,queramos,7,querer
7789,podriamos,7,poder
7790,pagaría,7,pagar
7791,ignorar,7,ignorar
7792,gimnasia,7,gimnasia
7793,fronteras,7,frontera
7794,etiqueta,7,etiqueta etiquetar
7795,enojes,7,enojar
7796,enemigas,7,enemiga
7797,definición,7,definición
7798,declarado,7,declarado declarar
7799,curado,7,curado curar
7800,cerebrales,7,cerebral
7801,ballet,7,ballet
7802,atrapé,7,atrapar
7803,americanas,7,americano
7804,actúas,7,actuar
7805,aconsejo,7,aconsejar
7806,terminaré,7,terminar
7807,subimos,7,subir
7808,subes,7,subir
7809,revise,7,revisar
7810,quiza,7,quizá
7811,químicos,7,químico
7812,querias,7,querer
7813,protegerla,7,proteger
7814,plana,7,plano
7815,paranoico,7,paranoico
7816,ofrecen,7,ofrecer
7817,nueces,7,nuez
7818,montones,7,montón
7819,llevarlos,7,llevar
7820,llegaría,7,llegar
7821,inventado,7,inventado inventar
7822,haberlos,7,haber
7823,explotó,7,explotar
7824,esclava,7,esclava
7825,duró,7,durar
7826,desperdiciar,7,desperdiciar
7827,delicada,7,delicado
7828,cualidades,7,cualidad
7829,costas,7,costa
7830,contestó,7,contestar
7831,conecta,7,conectar
7832,colgando,7,colgar
7833,coartada,7,coartada
7834,celebrando,7,celebrar
7835,atentos,7,atento
7836,atascado,7,atascar
7837,anfitrión,7,anfitrión
7838,admirador,7,admirador
7839,acérquense,7,acercar
7840,abeja,7,abeja
7841,unir,7,unir
7842,suprema,7,supremo
7843,sillas,7,silla
7844,sacrificar,7,sacrificar
7845,retorno,7,retorno retornar
7846,represento,7,representar
7847,pelean,7,pelear
7848,pedirme,7,pedir
7849,mirarte,7,mirar
7850,lazo,7,lazo
7851,ideales,7,ideal
7852,habias,7,haber
7853,guarida,7,guarida
7854,esposos,7,esposo
7855,esperaban,7,esperar
7856,escondidos,7,escondido esconder
7857,dinosaurio,7,dinosaurio
7858,conseguirte,7,conseguir
7859,conocernos,7,conocer
7860,conocerle,7,conocer
7861,carteles,7,cartel
7862,atento,7,atento
7863,arañas,7,araña arañar
7864,alucinaciones,7,alucinación
7865,zonas,7,zona
7866,viajado,7,viajado viajar
7867,realista,7,realista
7868,rama,7,rama
7869,quiten,7,quitar
7870,paras,7,parar paro
7871,pagaron,7,pagar
7872,mismísimo,7,mismísimo
7873,míreme,7,mirar
7874,marcho,7,marchar
7875,inventé,7,inventar
7876,interesados,7,interesado interesar
7877,intentaremos,7,intentar
7878,ilegales,7,ilegal
7879,grandote,7,grandote grande
7880,gotas,7,gota
7881,fino,7,fino
7882,estanque,7,estanque
7883,estaca,7,estaca estacar
7884,esgrima,7,esgrima
7885,escuchad,7,escuchar
7886,envuelto,7,envuelto envolver
7887,doscientos,7,doscientos
7888,disfraces,7,disfraz
7889,delgada,7,delgado
7890,decia,7,decir
7891,cuñado,7,cuñado
7892,cumplí,7,cumplir
7893,cuidadosamente,7,cuidadosamente
7894,consiguieron,7,conseguir
7895,cepillo,7,cepillo cepillar
7896,celebración,7,celebración
7897,botín,7,botín
7898,arrancar,7,arrancar
7899,alimenta,7,alimentar
7900,ajá,7,ajá
7901,ahorrar,7,ahorrar
7902,africa,7,áfrico África
7903,vudú,7,vudú
7904,tuviese,7,tener
7905,salte,7,saltar
7906,rehabilitación,7,rehabilitación
7907,rechazado,7,rechazado rechazar
7908,pasarme,7,pasar
7909,ordene,7,ordenar
7910,mátenlo,7,mantener
7911,llegaba,7,llegar
7912,horizonte,7,horizonte
7913,hacerlos,7,hacer
7914,formen,7,formar
7915,excepcional,7,excepcional
7916,entierro,7,entierro enterrar
7917,energia,7,energía
7918,enanos,7,enano
7919,eliges,7,elegir
7920,disculpo,7,disculpar
7921,digitales,7,digital
7922,dicha,7,dicha dicho decir
7923,desaparecerá,7,desaparecer
7924,desafortunado,7,desafortunado
7925,delantera,7,delantero
7926,daga,7,daga
7927,creeme,7,creer
7928,contestes,7,contestar
7929,atravesó,7,atravesar
7930,atrapamos,7,atrapar
7931,asustas,7,asustar
7932,artificiales,7,artificial
7933,arreglamos,7,arreglar
7934,arca,7,arca
7935,apurate,7,apurar
7936,amabas,7,amar
7937,acusados,7,acusado acusar
7938,abuelos,7,abuelo
7939,vagina,7,vagina
7940,solicito,7,solicitar
7941,rezando,7,rezar
7942,repita,7,repetir
7943,reducir,7,reducir
7944,querés,7,querer
7945,planeo,7,planear
7946,perfectas,7,perfecto
7947,neutral,7,neutral
7948,na,7,na
7949,mueves,7,mover
7950,legales,7,legal
7951,lavandería,7,lavandería
7952,jeep,7,jeep
7953,helada,7,helada
7954,futbol,7,futbol
7955,fijado,7,fijado fijar
7956,feroz,7,feroz
7957,debían,7,deber
7958,creían,7,creer
7959,cordero,7,cordero
7960,consulado,7,consulado
7961,círculos,7,círculo
7962,caíste,7,caer
7963,áreas,7,área
7964,virtud,7,virtud
7965,únicas,7,único
7966,técnicos,7,técnico
7967,silencioso,7,silencioso
7968,sencillamente,7,sencillamente
7969,selección,7,selección
7970,sabés,7,saber
7971,reportera,7,reportera
7972,reliquia,7,reliquia
7973,pertenezco,7,pertenecer
7974,penas,7,pena
7975,paisaje,7,paisaje
7976,ocupación,7,ocupación
7977,notar,7,notar
7978,migajas,7,migajas migaja
7979,marcado,7,marcado marcar
7980,mantenemos,7,mantener
7981,interrogatorio,7,interrogatorio
7982,internado,7,internado
7983,hubiesen,7,haber
7984,honestos,7,honesto
7985,holanda,7,holanda
7986,helados,7,helado
7987,gramos,7,gramo
7988,frio,7,frío freír
7989,estate,7,estar
7990,encargará,7,encargar
7991,electrónico,7,electrónico
7992,disculpan,7,disculpar
7993,defecto,7,defecto
7994,dedicas,7,dedicar
7995,curva,7,curva curvar
7996,cría,7,cría criar
7997,convierta,7,convertir
7998,comprometida,7,comprometida
7999,ballenas,7,ballena
8000,amigable,7,amigable
8001,aceptable,7,aceptable
8002,volverme,7,volver
8003,urgencia,7,urgencia
8004,sentarnos,7,sentar
8005,roman,7,román Roman
8006,privados,7,privado privar
8007,postura,7,postura
8008,ponernos,7,poner
8009,peluca,7,peluca
8010,parecería,7,parecer
8011,palomitas,7,palomita paloma
8012,nocturna,7,nocturno
8013,mercenarios,7,mercenario
8014,maricas,7,marica
8015,mantendrá,7,mantener
8016,intenten,7,intentar
8017,guardas,7,guardar guarda
8018,grúa,7,grúa
8019,gastado,7,gastado gastar
8020,estrelló,7,estrellar
8021,digital,7,digital
8022,dieran,7,dar
8023,corría,7,correr
8024,capturar,7,capturar
8025,campeones,7,campeón
8026,ardilla,7,ardilla
8027,apaguen,7,apagar
8028,amen,7,amar
8029,acostumbrada,7,acostumbrado acostumbrar
8030,sugerir,6,sugerir
8031,sucias,6,sucio
8032,succión,6,succión
8033,registrar,6,registrar
8034,propietario,6,propietario
8035,portero,6,portero
8036,perdonarme,6,perdonar
8037,parados,6,parado parar
8038,ofrecido,6,ofrecido ofrecer
8039,muevete,6,mover
8040,marcharme,6,marchar
8041,marchado,6,marchado
8042,israel,6,israel
8043,informarle,6,informar
8044,hablaban,6,hablar
8045,ganadores,6,ganador
8046,firmas,6,firma firmar
8047,expresar,6,expresar
8048,empezaba,6,empezar
8049,despierten,6,despertar
8050,crearon,6,crear
8051,claridad,6,claridad
8052,ciegos,6,ciego
8053,bloque,6,bloque
8054,alterado,6,alterado
8055,vestirme,6,vestir
8056,velada,6,velada velar
8057,serias,6,serio
8058,salvarla,6,salvar
8059,procedimientos,6,procedimiento
8060,porche,6,porche
8061,ponerla,6,poner
8062,pasemos,6,pasar
8063,pala,6,pala
8064,ogros,6,ogro
8065,movió,6,mover
8066,molestarme,6,molestar
8067,menuda,6,menudo
8068,hostil,6,hostil
8069,epidemia,6,epidemia
8070,enséñame,6,enseñar
8071,deténganlo,6,detener
8072,detenernos,6,detener
8073,describir,6,describir
8074,concedido,6,concedido
8075,comunicado,6,comunicado comunicar
8076,comparar,6,comparar
8077,cogeré,6,coger
8078,callas,6,callar
8079,busques,6,buscar
8080,acercándose,6,acercar
8081,abandona,6,abandonar
8082,volado,6,volado volar
8083,ventajas,6,ventaja
8084,tubería,6,tubería
8085,traicionaste,6,traicionar
8086,traerla,6,traer
8087,suministros,6,suministro
8088,regresando,6,regresar
8089,recientes,6,reciente
8090,puñado,6,puñado
8091,pretender,6,pretender
8092,pasadas,6,pasada pasado pasar
8093,guardo,6,guardar
8094,girando,6,girar
8095,fugitivo,6,fugitivo
8096,escoba,6,escoba
8097,escaparse,6,escapar
8098,empleos,6,empleo
8099,echen,6,echar
8100,duran,6,durar
8101,duque,6,duque
8102,dondequiera,6,dondequiera
8103,dibujar,6,dibujar
8104,destinado,6,destinado destinar
8105,dedico,6,dedicar
8106,cuidadoso,6,cuidadoso
8107,cristales,6,cristal
8108,creerte,6,creer
8109,clavo,6,clavo clavar
8110,cápsula,6,cápsula
8111,bastón,6,bastón
8112,atencion,6,atención
8113,aliado,6,aliado
8114,agradece,6,agradecer
8115,acepté,6,aceptar
8116,aceptaré,6,aceptar
8117,aborten,6,abortar
8118,utilizado,6,utilizado utilizar
8119,tranvía,6,tranvía
8120,trágico,6,trágico
8121,tequila,6,tequila
8122,sostener,6,sostener
8123,serviría,6,servir
8124,retira,6,retirar
8125,redonda,6,redondo
8126,realizado,6,realizado realizar
8127,protocolos,6,protocolo
8128,potente,6,potente
8129,pensábamos,6,pensar
8130,mexicanos,6,mexicano
8131,llévatelo,6,llevar
8132,inmortalidad,6,inmortalidad
8133,infectada,6,infectado
8134,experta,6,experta
8135,ética,6,ética ético
8136,estancia,6,estancia
8137,específico,6,específico
8138,empezaré,6,empezar
8139,ejecutar,6,ejecutar
8140,echarme,6,echar
8141,déjalos,6,dejar
8142,comisionado,6,comisionado
8143,chispas,6,chispa chispar
8144,cerramos,6,cerrar
8145,atraco,6,atraco
8146,asignado,6,asignado asignar
8147,asesinaste,6,asesinar
8148,armar,6,armar
8149,acuérdate,6,acordar
8150,vosotras,6,vosotras
8151,unidas,6,unido
8152,tránsito,6,tránsito
8153,suceso,6,suceso
8154,presiento,6,presentar
8155,patadas,6,patada
8156,obtuve,6,obtener
8157,músculo,6,músculo
8158,legalmente,6,legalmente
8159,imaginarme,6,imaginar
8160,honores,6,honor
8161,gordos,6,gordo
8162,furiosa,6,furioso
8163,funcionado,6,funcionar
8164,fallé,6,fallar
8165,escóndete,6,esconder
8166,declaraciones,6,declaración
8167,cumplió,6,cumplir
8168,cuerno,6,cuerno
8169,comienzan,6,comenzar
8170,clementina,6,clementina
8171,católica,6,católico
8172,carcel,6,cárcel
8173,cansados,6,cansado
8174,brasil,6,brasil
8175,asado,6,asado asar
8176,álbum,6,álbum
8177,abdominal,6,abdominal
8178,volvimos,6,volver
8179,supermercado,6,supermercado
8180,sujeta,6,sujeto sujetar
8181,suavemente,6,suavemente
8182,salvando,6,salvar
8183,reventar,6,reventar
8184,rastreo,6,rastreo rastrear
8185,quienquiera,6,quienquiera
8186,pretendo,6,pretender
8187,pertenecía,6,pertenecer
8188,perdono,6,perdonar
8189,pequeñín,6,pequeñín pequeño
8190,paganos,6,pagano
8191,onu,6,ONU
8192,obtuviste,6,obtener
8193,obliga,6,obligar
8194,nobel,6,nobel
8195,levántense,6,levantar
8196,lastime,6,lastimar
8197,inconveniente,6,inconveniente
8198,flexible,6,flexible
8199,favoritas,6,favorito
8200,escaparon,6,escapar
8201,corres,6,correr
8202,correctas,6,correcto
8203,copiado,6,copiado copiar
8204,convertí,6,convertir
8205,burla,6,burla burlar
8206,atrevido,6,atrevido
8207,alejarme,6,alejar
8208,abordar,6,abordar
8209,abejas,6,abeja
8210,vuelan,6,volar
8211,surgió,6,surgir
8212,rechazar,6,rechazar
8213,noto,6,notar
8214,negociaciones,6,negociación
8215,llamara,6,llamar
8216,irónico,6,irónico
8217,inmediata,6,inmediato
8218,incluido,6,incluido incluir
8219,hábito,6,hábito
8220,etc,6,etc
8221,escapé,6,escapar
8222,entraré,6,entrar
8223,encendedor,6,encendedor
8224,eches,6,echar
8225,dramático,6,dramático
8226,dominar,6,dominar
8227,demandas,6,demanda demandar
8228,decido,6,decidir
8229,cumplo,6,cumplir
8230,corrió,6,correr
8231,conducto,6,conducto
8232,choca,6,chocar choco
8233,area,6,área
8234,arbusto,6,arbusto
8235,ajo,6,ajo
8236,yankees,6,yankee
8237,violó,6,violar
8238,valía,6,valer
8239,tijeras,6,tijeras
8240,sugieres,6,sugerir
8241,rodea,6,rodear
8242,revisé,6,revisar
8243,programación,6,programación
8244,privadas,6,privado
8245,presidencial,6,presidencial
8246,necesitaban,6,necesitar
8247,navegación,6,navegación
8248,mencioné,6,mencionar
8249,maravillosos,6,maravilloso
8250,llamarle,6,llamar
8251,late,6,latir
8252,frecuencias,6,frecuencia
8253,estreno,6,estreno estrenar
8254,encargue,6,encargar
8255,empuje,6,empuje empujar
8256,empeorar,6,empeorar
8257,dormiré,6,dormir
8258,desaparecidos,6,desaparecido
8259,dejenme,6,dejar
8260,dare,6,dar
8261,culturas,6,cultura
8262,concreto,6,concreto concretar
8263,cesar,6,cesar
8264,caía,6,caer
8265,bailas,6,bailar
8266,autorizada,6,autorizado
8267,aleluya,6,aleluya
8268,yanquis,6,yanqui
8269,villano,6,villano
8270,superhéroe,6,superhéroe
8271,separar,6,separar
8272,quítese,6,quitar
8273,preparación,6,preparación
8274,preocupaciones,6,preocupación
8275,porcentaje,6,porcentaje
8276,ofendido,6,ofendido
8277,merecido,6,merecido
8278,matemática,6,matemática matemático
8279,marea,6,marea
8280,márchate,6,marchar
8281,limpios,6,limpio
8282,jinetes,6,jinete
8283,ingresos,6,ingreso
8284,infinito,6,infinito
8285,globos,6,globo
8286,futura,6,futuro
8287,filme,6,filmar
8288,estudiado,6,estudiado estudiar
8289,escondes,6,esconder
8290,enfoque,6,enfoque enfocar
8291,confirma,6,confirmar
8292,concentrarme,6,concentrar
8293,casamiento,6,casamiento
8294,bombardeo,6,bombardeo bombardear
8295,bolígrafo,6,bolígrafo
8296,atravesando,6,atravesar
8297,atrapan,6,atrapar
8298,aproxima,6,aproximar
8299,antepasados,6,antepasado
8300,anteojos,6,anteojos
8301,amabilidad,6,amabilidad
8302,aislamiento,6,aislamiento
8303,verga,6,verga
8304,veis,6,ver
8305,universitario,6,universitario
8306,traigas,6,traer
8307,tocino,6,tocino
8308,tito,6,titar Tito
8309,tires,6,tirar
8310,talentoso,6,talentoso
8311,rodeados,6,rodeado rodear
8312,riñones,6,riñón
8313,quites,6,quitar
8314,puños,6,puño
8315,preparé,6,preparar
8316,pipa,6,pipa
8317,percepción,6,percepción
8318,mostrarles,6,mostrar
8319,mostrador,6,mostrador
8320,habitantes,6,habitante
8321,golpeaste,6,golpear
8322,gelatina,6,gelatina
8323,explicaciones,6,explicación
8324,espina,6,espina
8325,enterrada,6,enterrado enterrar
8326,doblar,6,doblar
8327,devuelvo,6,devolver
8328,descubrimos,6,descubrir
8329,declaró,6,declarar
8330,cristiana,6,cristiano
8331,crío,6,crío criar
8332,conquista,6,conquista conquistar
8333,confiado,6,confiado confiar
8334,cómics,6,cómic
8335,bolos,6,bolo
8336,barriga,6,barriga
8337,aparecerá,6,aparecer
8338,agradecidos,6,agradecido
8339,aficionado,6,aficionado
8340,yace,6,yacer
8341,sucedería,6,suceder
8342,ruptura,6,ruptura
8343,quítale,6,quitar
8344,protegida,6,protegido
8345,perdamos,6,perder
8346,negó,6,negar
8347,mantienes,6,mantener
8348,maniobra,6,maniobra
8349,jurar,6,jurar
8350,impresionar,6,impresionar
8351,ilusiones,6,ilusión
8352,ignorante,6,ignorante
8353,generadores,6,generador
8354,figuras,6,figura figurar
8355,exhausto,6,exhausto
8356,enfrentarse,6,enfrentar
8357,duelen,6,dolar
8358,divertirte,6,divertir
8359,dirigimos,6,dirigir
8360,dental,6,dental
8361,cuénteme,6,contar
8362,correos,6,correo
8363,carolina,6,carolino Carolina
8364,campesinos,6,campesino
8365,bombarderos,6,bombardero
8366,bares,6,bar
8367,vendes,6,vender
8368,suero,6,suero
8369,sermón,6,sermón
8370,puerco,6,puerco
8371,provoca,6,provocar
8372,prestas,6,prestar
8373,pidas,6,pedir
8374,pasarán,6,pasar
8375,paces,6,pacer
8376,oponente,6,oponente
8377,oigas,6,oír
8378,maya,6,maya
8379,lastimes,6,lastimar
8380,jardinero,6,jardinero
8381,interferir,6,interferir
8382,importará,6,importar
8383,hablarles,6,hablar
8384,ganaremos,6,ganar
8385,forzado,6,forzado forzar
8386,explicarme,6,explicar
8387,espérenme,6,esperar
8388,enamoré,6,enamorar
8389,disturbios,6,disturbio
8390,devuélveme,6,devolver
8391,detenerla,6,detener
8392,cuanta,6,cuanto
8393,clásica,6,clásico
8394,chaleco,6,chaleco
8395,cafe,6,café
8396,ballena,6,ballena
8397,bajaré,6,bajar
8398,amos,6,amo
8399,altitud,6,altitud
8400,acontecimientos,6,acontecimiento
8401,acababa,6,acabar
8402,vigilante,6,vigilante
8403,tomografía,6,tomografía
8404,resurrección,6,resurrección
8405,rencor,6,rencor
8406,probemos,6,probar
8407,pólvora,6,pólvora
8408,ofensiva,6,ofensiva
8409,nono,6,nono
8410,narcóticos,6,narcótico
8411,mudar,6,mudar
8412,intentaste,6,intentar
8413,ganarle,6,ganar
8414,forman,6,formar
8415,ficha,6,ficha
8416,ferrocarril,6,ferrocarril
8417,falleció,6,fallecer
8418,divierte,6,divertir
8419,directores,6,director
8420,dificultad,6,dificultad
8421,desesperadamente,6,desesperadamente
8422,démosle,6,dar
8423,culos,6,culo
8424,creyendo,6,creer
8425,comprador,6,comprador
8426,casaré,6,casar
8427,balance,6,balance
8428,asustes,6,asustar
8429,alienígena,6,alienígeno
8430,alcanzo,6,alcanzar
8431,ventilación,6,ventilación
8432,tregua,6,tregua
8433,traficantes,6,traficante
8434,subterráneo,6,subterráneo
8435,simulación,6,simulación
8436,secuestradores,6,secuestrador
8437,sangra,6,sangrar
8438,resolverlo,6,resolver
8439,realeza,6,realeza
8440,presidenta,6,presidenta
8441,pensaban,6,pensar
8442,parecida,6,parecido parecer
8443,pagarme,6,pagar
8444,oraciones,6,oración
8445,marruecos,6,Marruecos
8446,levantate,6,levantar
8447,lastimé,6,lastimar
8448,iniciales,6,inicial
8449,imitación,6,imitación
8450,financiera,6,financiera financiero
8451,exquisito,6,exquisito
8452,esponja,6,esponja
8453,entrevistas,6,entrevista
8454,enterarme,6,enterar
8455,entenderá,6,entender
8456,enseñas,6,enseñar
8457,convertirte,6,convertir
8458,cansé,6,cansar
8459,cambiaría,6,cambiar
8460,bang,6,bang
8461,arresten,6,arrestar
8462,argentina,6,argentino
8463,adjunto,6,adjunto
8464,acordado,6,acordado
8465,trofeo,6,trofeo
8466,trayendo,6,traer
8467,seguras,6,seguro
8468,satélites,6,satélite
8469,sacarlos,6,sacar
8470,rezo,6,rezo rezar
8471,regular,6,regular
8472,pretendes,6,pretender
8473,póliza,6,póliza
8474,piérdete,6,perder
8475,marqués,6,marqués
8476,malvados,6,malvado
8477,leia,6,leer
8478,invitarte,6,invitar
8479,fanático,6,fanático
8480,factura,6,factura facturar
8481,extrañaré,6,extrañar
8482,escoria,6,escoria
8483,décadas,6,década
